translator,chapter,sentence_id,token_index,spanish,lemma,chinese,pinyin,meaning,pos,is_proper_noun,syntactic_role_es,syntactic_role_zh,verb_person,verb_number,verb_tense,verb_mood,other_translation,pronoun_ref,clause_type,note
arsovska,44,44-8,3,"permite","permitir","可以","kě yǐ","Permitir, poder (可以)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'可以长久'"
arsovska,44,44-8,5,"continuidad","continuidad","长久","cháng jiǔ","Continuidad, larga duración (长久)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'长久'"
arsovska,45,45-1,2,"gran","gran","大","dà","Gran (大成)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'大成'"
arsovska,45,45-1,3,"logro","logro","成","chéng","Logro, plenitud (成)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'成'"
arsovska,45,45-1,4,"semeja","semejar","若","ruò","Semejar, parecer (若)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal","'若缺'"
arsovska,45,45-1,5,"carencia","carencia","缺","quē","Carencia, defecto (缺)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'缺'"
arsovska,45,45-2,3,"utilidad","utilidad","用","yòng","Utilidad, función (其用)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'其用'"
arsovska,45,45-2,4,"no","no","不","bù","No (negación, 不弊)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不弊'"
arsovska,45,45-2,5,"perjudica","perjudicar","弊","bì","Perjudicar, desgastarse (弊)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'弊'"
arsovska,45,45-3,1,"Lo","lo","盈","yíng","Artículo neutro ('lo colmado'=大盈)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración principal","'大盈'"
arsovska,45,45-3,2,"colmado","colmado","盈","yíng","Colmado, pleno (盈)","adjetivo",false,"Sujeto (sustantivado)","形容词作主语","","","","","","","oración principal","'盈'"
arsovska,45,45-3,3,"parece","parecer","若","ruò","Parecer, semejar (若)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal","'若冲'"
arsovska,45,45-3,4,"vaciarse","vaciar","冲","chōng","Vaciarse, quedar hueco (冲)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'冲'"
arsovska,45,45-4,3,"utilidad","utilidad","用","yòng","Utilidad, función (其用)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'其用'"
arsovska,45,45-4,4,"jamás","jamás","不","bù","Jamás (negación, 不穷)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不穷'"
arsovska,45,45-4,5,"mengua","menguar","穷","qióng","Menguar, agotarse (穷)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'穷'"
arsovska,45,45-5,2,"vasta","vasto","大","dà","Vasta, gran (大直)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'大直'"
arsovska,45,45-5,3,"rectitud","rectitud","直","zhí","Rectitud, lo recto (直)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'直'"
arsovska,45,45-5,4,"parece","parecer","若","ruò","Parecer, semejar (若)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal","'若屈'"
arsovska,45,45-5,5,"torcida","torcido","屈","qū","Torcida, doblada (屈)","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'屈'"
arsovska,45,45-6,2,"vasto","vasto","大","dà","Vasto, gran (大巧)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'大巧'"
arsovska,45,45-6,3,"ingenio","ingenio","巧","qiǎo","Ingenio, destreza (巧)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'巧'"
arsovska,45,45-6,4,"parece","parecer","若","ruò","Parecer, semejar (若)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal","'若拙'"
arsovska,45,45-6,5,"ineptitud","ineptitud","拙","zhuō","Ineptitud, torpeza (拙)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'拙'"
arsovska,45,45-7,2,"gran","gran","大","dà","Gran (大辩)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'大辩'"
arsovska,45,45-7,3,"elocuencia","elocuencia","辩","biàn","Elocuencia, labia (辩)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'辩'"
arsovska,45,45-7,4,"semeja","semejar","若","ruò","Semejar, parecer (若)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal","'若讷'"
arsovska,45,45-7,5,"torpeza","torpeza","讷","nè","Torpeza al hablar, tartamudez (讷)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'讷'"
arsovska,45,45-8,2,"quietud","quietud","静","jìng","Quietud, calma (静)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'静胜'"
arsovska,45,45-8,3,"vence","vencer","胜","shèng","Vencer, superar (胜)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'胜'"
arsovska,45,45-8,5,"bullicio","bullicio","躁","zào","Bullicio, agitación (躁)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'躁'"
arsovska,45,45-9,2,"frío","frío","寒","hán","Frío (寒)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'寒'"
arsovska,45,45-9,3,"domina","dominar","胜","shèng","Dominar, vencer (胜)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'胜'"
arsovska,45,45-9,5,"calor","calor","热","rè","Calor (热)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'热'"
arsovska,45,45-10,2,"claridad","claridad","清","qīng","Claridad, pureza (清)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'清静'"
arsovska,45,45-10,5,"calma","calma","静","jìng","Calma, quietud (静)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'静'"
arsovska,45,45-10,6,"ordenan","ordenar","正","zhèng","Ordenar, rectificar (为天下正)","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'为天下正'"
arsovska,45,45-10,8,"mundo","mundo","天下","tiān xià","El mundo (天下)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'天下'"
arsovska,46,46-1,1,"Cuando","cuando","（有道）","-","Cuando (temporal)","conjunción",false,"Nexo temporal","时间连词","","","","","","","subordinada temporal","'天下有道'"
arsovska,46,46-1,3,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Objeto directo","名词作宾语","","","","","","","subordinada temporal","专有名词"
arsovska,46,46-1,4,"florece","florecer","有","yǒu","Florecer, imperar (有道)","verbo",false,"Verbo de la subordinada","从句谓语",3,"singular","presente","indicativo","","","subordinada temporal","'有道'"
arsovska,46,46-1,7,"mundo","mundo","天下","tiān xià","El mundo (天下)","sustantivo",false,"CC de lugar","名词","","","","","","","subordinada temporal","'天下'"
arsovska,46,46-1,9,"caballos","caballo","马","mǎ","Caballos (走马)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'走马'"
arsovska,46,46-1,10,"abonan","abonar","粪","fèn","Abonar, estercolar (以粪)","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'却走马以粪'"
arsovska,46,46-1,12,"campos","campo","粪","fèn","Campos (de labranza, '却走马以粪')","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'粪田'"
arsovska,46,46-2,3,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Objeto directo","名词作宾语","","","","","","","subordinada temporal","专有名词"
arsovska,46,46-2,4,"desaparece","desaparecer","无","wú","Desaparecer, faltar (无道)","verbo",false,"Verbo de la subordinada","从句谓语",3,"singular","presente","indicativo","","","subordinada temporal","'无道'"
arsovska,46,46-2,6,"crías","cría","戎马","róng mǎ","Crías, caballos de guerra (戎马)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'戎马'"
arsovska,46,46-2,7,"amanecen","amanecer","生","shēng","Nacer, criarse (生于郊)","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'生于郊'"
arsovska,46,46-2,10,"campo","campo","郊","jiāo","Campo, afueras (郊)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'郊'"
arsovska,46,46-3,3,"peor","peor","大","dà","Peor, mayor ('莫大于'=comparativo)","adjetivo",false,"Comparativo","比较级","","","","","","","oración principal","'祸莫大于'"
arsovska,46,46-3,4,"desgracia","desgracia","祸","huò","Desgracia, calamidad (祸)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'祸'"
arsovska,46,46-3,6,"no","no","不","bù","No (negación, 不知足)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不知足'"
arsovska,46,46-3,7,"saber","saber","知","zhī","Saber (conformarse) (知)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'知'"
arsovska,46,46-3,10,"suficiente","suficiente","足","zú","Suficiente ('cuándo es suficiente'=足)","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'足'"
arsovska,46,46-4,3,"peor","peor","大","dà","Peor, mayor ('莫大于'=comparativo)","adjetivo",false,"Comparativo","比较级","","","","","","","oración principal","'咎莫大于'"
arsovska,46,46-4,4,"calamidad","calamidad","咎","jiù","Calamidad, culpa (咎)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'咎'"
arsovska,46,46-4,7,"desear","desear","欲","yù","Desear, ansiar (欲得)","verbo",false,"Verbo (infinitivo sustantivado)","动词不定式","","","","infinitivo","","","oración principal","'欲得'"
arsovska,46,46-4,8,"excedentes","excedente","得","dé","Excedentes, ganancias (得)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'得'"
arsovska,46,46-5,1,"Saber","saber","知","zhī","Saber (conformarse) (知足)","verbo",false,"Verbo (infinitivo sustantivado)","动词不定式作主语","","","","infinitivo","","","oración principal","'知足之足'"
arsovska,46,46-5,4,"suficiente","suficiente","足","zú","Suficiente (足)","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'足'"
arsovska,46,46-5,6,"satisfacción","satisfacción","足","zú","Satisfacción, hartura (足)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'常足'"
arsovska,46,46-5,7,"permanente","permanente","常","cháng","Permanente, constante (常)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'常足矣'"
arsovska,47,47-1,1,"No","no","不","bù","No (negación, 不出户)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不出户'"
arsovska,47,47-1,2,"hay","haber","不","bù","Haber que (perífrasis de obligación, '不…'=无须)","verbo",false,"Perífrasis 'no hay que'","无人称义务结构",3,"singular","presente","indicativo","","","oración principal","'不出户' 无须"
arsovska,47,47-1,4,"salir","salir","出","chū","Salir (出户)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'出'"
arsovska,47,47-1,6,"casa","casa","户","hù","Casa, puerta (户)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'户'"
arsovska,47,47-1,8,"conocer","conocer","知","zhī","Conocer, saber (知天下)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración final","'知'"
arsovska,47,47-1,10,"mundo","mundo","天下","tiān xià","El mundo (天下)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración final","'天下'"
arsovska,47,47-2,1,"No","no","不","bù","No (negación, 不窥牖)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不窥牖'"
arsovska,47,47-2,4,"asomarse","asomarse","窥","kuī","Asomarse, atisbar (窥)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'窥'"
arsovska,47,47-2,7,"ventana","ventana","牖","yǒu","Ventana, tragaluz (牖)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'牖'"
arsovska,47,47-2,9,"ver","ver","见","jiàn","Ver, contemplar (见天道)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración final","'见'"
arsovska,47,47-2,11,"Dao","Dao","道","dào","El Dao (天道)","sustantivo",true,"Objeto directo","名词作宾语","","","","","","","oración final","专有名词: 天道"
arsovska,47,47-3,3,"lejos","lejos","远","yuǎn","Lejos, distante (弥远)","adverbio",false,"CC de lugar","副词","","","","","","","subordinada comparativa","'其出弥远'"
arsovska,47,47-3,4,"indagas","indagar","出","chū","Indagar, salir (其出)","verbo",false,"Verbo de la subordinada","从句谓语",2,"singular","presente","indicativo","","","subordinada comparativa","'出'"
arsovska,47,47-3,5,"menos","menos","少","shǎo","Menos, menor (弥少)","adverbio",false,"CC de cantidad","副词","","","","","","","oración principal","'其知弥少'"
arsovska,47,47-3,6,"entiendes","entender","知","zhī","Entender, saber (其知)","verbo",false,"Verbo principal","动词作谓语",2,"singular","presente","indicativo","","","oración principal","'知'"
arsovska,47,47-4,2,"ello","ello","是以","shì yǐ","Ello ('por ello'=是以)","pronombre",false,"Término de preposición","中性代词","","","","","","","oración principal","'是以'"
arsovska,47,47-4,4,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 圣人"
arsovska,47,47-4,5,"conoce","conocer","知","zhī","Conocer, saber (不行而知)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不行而知'"
arsovska,47,47-4,7,"actuar","actuar","行","xíng","Actuar, viajar (不行)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'不行'"
arsovska,47,47-4,8,"entiende","entender","名","míng","Discernir, nombrar (不见而名)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不见而名'"
arsovska,47,47-4,10,"ver","ver","见","jiàn","Ver, mirar (不见)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'不见'"
arsovska,47,47-4,11,"logra","lograr","成","chéng","Lograr, completar (不为而成)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不为而成'"
arsovska,47,47-4,13,"hacer","hacer","为","wéi","Hacer, obrar (不为)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'不为'"
arsovska,48,48-1,1,"Estudiar","estudiar","学","xué","Estudiar, aprender (为学)","verbo",false,"Verbo (infinitivo sustantivado)","动词不定式作主语","","","","infinitivo","","","oración principal","'为学日益'"
arsovska,48,48-1,2,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,48,48-1,3,"acumular","acumular","益","yì","Acumular, acrecentar (日益)","verbo",false,"Verbo (infinitivo, atributo)","动词不定式","","","","infinitivo","","","oración principal","'益'"
arsovska,48,48-2,1,"acercarse","acercarse","为","wéi","Acercarse (al Dao), cultivar (为道)","verbo",false,"Verbo (infinitivo sustantivado)","动词不定式作主语","","","","infinitivo","","","oración principal","'为道日损'"
arsovska,48,48-2,3,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Término de preposición","名词","","","","","","","oración principal","专有名词"
arsovska,48,48-2,4,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,48,48-2,5,"soltar","soltar","损","sǔn","Soltar, mermar (日损)","verbo",false,"Verbo (infinitivo, atributo)","动词不定式","","","","infinitivo","","","oración principal","'损'"
arsovska,48,48-3,1,"soltar","soltar","损","sǔn","Soltar, mermar (损之)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'损之又损'"
arsovska,48,48-3,5,"no","no","无","wú","No ('no actuar'=无为)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración final","'以至于无为'"
arsovska,48,48-3,6,"actuar","actuar","为","wéi","Actuar, obrar (无为)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración final","'为'"
arsovska,48,48-4,3,"no","no","无","wú","No ('no hacer'=无为)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","subordinada temporal","'无为'"
arsovska,48,48-4,4,"hacer","hacer","为","wéi","Hacer, obrar (无为)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada temporal","'为'"
arsovska,48,48-4,5,"nada","nada","无","wú","Nada ('nada queda sin'=无不)","pronombre",false,"Sujeto (negativo)","否定代词作主语","","","","","","","oración principal","'无不为'"
arsovska,48,48-4,8,"atender","atender","为","wéi","Atender, hacer (无不为)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'无不为'"
arsovska,48,48-5,2,"gobernar","gobernar","取","qǔ","Gobernar, ganar (取天下)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'取天下常以无事'"
arsovska,48,48-5,4,"mundo","mundo","天下","tiān xià","El mundo (天下)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'天下'"
arsovska,48,48-5,5,"no","no","无","wú","No ('no hay que'=常以无事)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'无事'"
arsovska,48,48-5,8,"hacer","hacer","事","shì","Hacer, intervenir (事)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'无事'"
arsovska,48,48-6,1,"Aquel","aquel","其","qí","Aquel (antecedente)","pronombre",false,"Antecedente relativo","指示代词","","","","","","","subordinada relativa","'及其有事'"
arsovska,48,48-6,4,"esfuerza","esforzarse","事","shì","Esforzarse, entrometerse (有事)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'有事'"
arsovska,48,48-6,6,"obrar","obrar","事","shì","Obrar, intervenir (事)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'事'"
arsovska,48,48-6,7,"no","no","不","bù","No (negación, 不足以)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不足以取天下'"
arsovska,48,48-6,9,"apto","apto","足","zú","Apto, suficiente (足以)","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'足'"
arsovska,48,48-6,11,"gobernar","gobernar","取","qǔ","Gobernar, ganar (取天下)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'取天下'"
arsovska,49,49-1,2,"mente","mente","心","xīn","Mente, corazón (心)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'圣人无常心'"
arsovska,49,49-1,4,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Complemento del nombre","名词","","","","","","","oración principal","术语: 圣人"
arsovska,49,49-1,5,"no","no","无","wú","No (negación, 无常心)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'无常'"
arsovska,49,49-1,6,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,49,49-1,7,"inmutable","inmutable","常","cháng","Inmutable, fija (常心)","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'常心'"
arsovska,49,49-2,1,"toma","tomar","为","wéi","Tomar (por), considerar (以…为)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'以百姓心为心'"
arsovska,49,49-2,3,"mente","mente","心","xīn","Mente, corazón (心)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'心'"
arsovska,49,49-2,5,"pueblo","pueblo","百姓","bǎi xìng","El pueblo, las cien familias (百姓)","sustantivo",false,"Complemento del nombre","名词","","","","","","","oración principal","'百姓'"
arsovska,49,49-3,3,"buenos","bueno","善","shàn","Buenos (善者)","adjetivo",false,"Término de preposición (sustantivado)","形容词作宾语","","","","","","","oración principal","'善者'"
arsovska,49,49-3,4,"soy","ser","善","shàn","Soy (bueno), tratar bien (吾善之)","verbo",false,"Verbo copulativo","系动词",1,"singular","presente","indicativo","","","oración principal","'吾善之' 第一人称"
arsovska,49,49-3,5,"bueno","bueno","善","shàn","Bueno (善)","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'善'"
arsovska,49,49-4,3,"malos","malo","不善","bù shàn","Malos (不善者)","adjetivo",false,"Término de preposición (sustantivado)","形容词作宾语","","","","","","","oración principal","'不善者'"
arsovska,49,49-4,4,"también","también","亦","yì","También (亦)","adverbio",false,"CC","副词","","","","","","","oración principal","'吾亦善之'"
arsovska,49,49-4,5,"lo","lo","之","zhī","Pronombre átono OD (lo)","pronombre",false,"Objeto directo (átono)","直接宾语代词","","","","","","lo → los malos","oración principal","'善之'"
arsovska,49,49-4,6,"soy","ser","善","shàn","Soy (bueno con ellos) (吾亦善之)","verbo",false,"Verbo copulativo","系动词",1,"singular","presente","indicativo","","","oración principal","'吾亦善之' 第一人称"
arsovska,49,49-5,2,"bondad","bondad","善","shàn","Bondad (善)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'德善'"
arsovska,49,49-5,3,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,49,49-5,4,"Virtud","virtud","德","dé","Virtud (德善)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","术语: 德"
arsovska,49,49-6,1,"Confío","confiar","信","xìn","Confiar (en), tratar con fe (吾信之)","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","'信者,吾信之' 第一人称"
arsovska,49,49-6,4,"que","que","（关系代词）","-","Que (relativo)","pronombre",false,"Nexo subordinante","关系代词","","","","","","","subordinada relativa",""
arsovska,49,49-6,7,"fiar","fiar","信","xìn","De fiar, confiable (信者)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'信者'"
arsovska,49,49-7,2,"también","también","亦","yì","También (亦)","adverbio",false,"CC","副词","","","","","","","oración principal","'吾亦信之'"
arsovska,49,49-7,6,"no","no","不","bù","No (negación, 不信者)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","subordinada relativa","'不信者'"
arsovska,49,49-7,7,"lo","lo","之","zhī","Pronombre átono (lo)","pronombre",false,"Atributo (átono)","表语代词","","","","","","lo → de fiar","subordinada relativa","'信之'"
arsovska,49,49-7,8,"son","ser","信","xìn","Son (de fiar) (不信者)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","subordinada relativa","'不信者'"
arsovska,49,49-8,2,"confianza","confianza","信","xìn","Confianza (信)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'德信'"
arsovska,49,49-8,3,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,49,49-8,4,"Virtud","virtud","德","dé","Virtud (德信)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","术语: 德"
arsovska,49,49-9,2,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 圣人"
arsovska,49,49-9,3,"se","se","（歙歙）","-","'se' pronominal","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → el sabio","oración principal",""
arsovska,49,49-9,4,"contiene","contener","歙歙","xī xī","Contenerse, recogerse (歙歙)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'天下歙歙'"
arsovska,49,49-9,6,"funde","fundir","浑","hún","Fundir, mezclar (浑其心)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'浑其心'"
arsovska,49,49-9,8,"corazón","corazón","心","xīn","Corazón, mente (心)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'心'"
arsovska,49,49-9,11,"mundo","mundo","天下","tiān xià","El mundo (天下)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'天下'"
arsovska,49,49-10,2,"pueblo","pueblo","百姓","bǎi xìng","El pueblo (百姓)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'百姓皆注其耳目'"
arsovska,49,49-10,3,"se","se","（注）","-","'se' pronominal","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → el pueblo","oración principal",""
arsovska,49,49-10,4,"centra","centrar","注","zhù","Centrarse, fijar (注)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'注其耳目'"
arsovska,49,49-10,6,"lo","lo","（耳目）","-","Artículo neutro ('lo que')","artículo",false,"Determinante neutro","中性冠词","","","","","","","subordinada relativa",""
arsovska,49,49-10,8,"oye","oír","耳","ěr","Oír (con los oídos) (耳)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'耳'"
arsovska,49,49-10,10,"ve","ver","目","mù","Ver (con los ojos) (目)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'目'"
arsovska,49,49-11,2,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 圣人"
arsovska,49,49-11,3,"los","los","之","zhī","Pronombre átono OD (los)","pronombre",false,"Objeto directo (átono)","直接宾语代词","","","","","","los → el pueblo","oración principal","'孩之'"
arsovska,49,49-11,4,"toma","tomar","孩","hái","Tomar por (hijos), tratar como niños (孩之)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'皆孩之'"
arsovska,49,49-11,6,"hijos","hijo","孩","hái","Hijos, niños (孩)","sustantivo",false,"Predicativo","名词作补语","","","","","","","oración principal","'孩'"
arsovska,50,50-1,1,"Salir","salir","出","chū","Salir (出生)","verbo",false,"Verbo (infinitivo sustantivado)","动词不定式作主语","","","","infinitivo","","","oración principal","'出生入死'"
arsovska,50,50-1,4,"vida","vida","生","shēng","Vida (生)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'生'"
arsovska,50,50-1,5,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,50,50-1,6,"entrar","entrar","入","rù","Entrar (入死)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'入'"
arsovska,50,50-1,9,"muerte","muerte","死","sǐ","Muerte (死)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'死'"
arsovska,50,50-2,1,"Tres","tres","三","sān","Tres ('十有三'=十分之三)","numeral",false,"Numeral","数词","","","","","","","oración principal","'十有三'"
arsovska,50,50-2,4,"diez","diez","十","shí","Diez ('de cada diez'=十)","numeral",false,"Numeral","数词","","","","","","","oración principal","'十'"
arsovska,50,50-2,5,"son","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","oración principal",""
arsovska,50,50-2,6,"discípulos","discípulo","徒","tú","Discípulos, seguidores (徒)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'生之徒'"
arsovska,50,50-2,9,"vida","vida","生","shēng","Vida (生之徒)","sustantivo",false,"Complemento del nombre","名词","","","","","","","oración principal","'生'"
arsovska,50,50-3,1,"tres","tres","三","sān","Tres ('十有三')","numeral",false,"Numeral","数词","","","","","","","oración principal","'十有三'"
arsovska,50,50-3,4,"diez","diez","十","shí","Diez (十)","numeral",false,"Numeral","数词","","","","","","","oración principal","'十'"
